135,larryagribble,lgribble@blomand.net,Vendor,Larry A. Gribble Nursery,(931) 686-8167,393 Hennessee Br. Rd.,,Rock Island,TN,38581,http://www.tnnursery.com/LarryGribble/ ,larryagribbleTN38581,,,TRUE
136,laurelsprings,lsxtf@skybest.com,Vendor,"Laurel Springs Nursery, LLC",(336) 372-4193,7491 Hwy 18 S.,,Laurel Springs,NC,28644,www.laurelspringsboxwoods.com,laurelspringsNC28644,,,TRUE
137,lovefarms,lovefarms@blomand.net,Vendor,Love Farms & Nursery,(931) 668-7244,3295 Old Smithville Rd.,,McMinnville,TN,37110,http://www.tnnursery.com/LoveFarms/,lovefarmsTN37110,,,TRUE
138,mackbrosnursery,mackbrosnursery@cs.com,Vendor,Mack Bros. Landscape Nursery,(850) 671-3614,11300 Mahan Dr,,Tallahassee,FL,32309,www.mackbrosnursery.com,mackbrosnurseryFL32309,,,TRUE
139,marlborobulb,info@marlborobulb.com,Vendor,Marlboro Bulb Company,(800) 999-0567,2424 Hwy. 72/221 East,,Greenwood,SC,29649,www.marlborobulb.com,marlborobulbSC29649,,,TRUE
140,maynurseryinc,richard@maynursery.com,Vendor,May Nursery Inc.,(850) 539-6495,178 May Nursery Road,,Havana,FL,32333,www.maynursery.com,maynurseryincFL32333,,,TRUE
141,mccorklewinder,msikes@mccorklenurseries.com,Vendor,"McCorkle Nurseries, Inc.",(706) 224-3680,1417 Erica's Pointe Drive,,Winder,GA,30680,www.mccorklenurseries.com,mccorklewinderGA30680,,,TRUE
142,mccorkledearing,smccorkle@mccorklenurseries.com,Vendor,"McCorkle Nurseries, Inc.",(706) 595-9702,"4904 Luckey's Bridge Rd., SE",,Dearing,GA,30808,www.mccorklenurseries.com,mccorkledearingGA30808,,,TRUE
143,mccorklemarietta,arogers@mccorklenurseries.com,Vendor,"McCorkle Nurseries, Inc.",(770) 578-9583,3535 Roswell Rd. Suite 27,,Marietta,GA,30062,www.mccorklenurseries.com,mccorklemariettaGA30062,,,TRUE
144,midgeorgianursery,binabinet@midgeorgiansy.com,Vendor,"Mid Georgia Nursery, Inc.",(770) 567-3874,727 Rose Hill Road,,Meansville,GA,30256,www.midgeorgiansy.com,midgeorgianurseryGA30256,,,TRUE
145,millergroundcovers,sales@millergroundcovers.com,Vendor,Millers Ground Covers,(318) 748-6766,3474 Hwy. 112,,Forest Hill,LA,71430,www.millersgroundcover.com,millergroundcoversLA71430,,,TRUE
146,moonstreefarm,dwayne@moonstreefarm.com,Vendor,"Moon's Tree Farm, Inc.",(770) 554-6849,6327  Hwy 20,,Loganville,GA,30052,www.moonstreefarm.com,moonstreefarmGA30052,,,TRUE
147,naturestreefarm,treesbysteve@yahoo.com,Vendor,"Nature's Tree Farm, Inc.",(770) 927-2250,2155 Strickland Town Road,,Luthersville,GA,30251,naturestreefarm.com,naturestreefarmGA30251,,,TRUE
148,northfloridapalms,nfpalms@bellsouth.net,Vendor,North Florida Palms,(850) 324-4242,8951 NW 40th Street,,Chiefland,FL,32626,northfloridapalms.com,northfloridapalmsFL32626,,,TRUE
149,northgaturf,support@ngturf.com,Vendor,"North Georgia Turf, Inc.",(770) 832-8608,1487 Blackdirt Rd,,Whitesburg,GA,30185,www.ngturf.com,northgaturfGA30185,,,TRUE
150,oasisornimentals,sales@oasisornamentals.com,Vendor,Oasis Ornamentals,(229) 886-8172,3645 Highway 11,,Monroe,GA,30656,oasisornamentals.com,oasisornimentalsGA30656,,,TRUE
151,oelschignursery,kurt@oelschigs.com,Vendor,"Oelschig Nursery, Inc",(912) 234-0015,2705 Gregory ST,,Savannah,GA,31404,www.oelschigs.com,oelschignurseryGA31404,,,TRUE
152,plantworls,plantworldnursery@msn.com,Vendor,Plant World  Boxwoods,(770) 271-0062,2929 Hwy 324,,Buford,GA,30519,,plantworlsGA30519,,,TRUE
153,putnalspinestraw,info@putnalspinestraw.com,Vendor,"Putnals Premium Pine Straw, Inc.",(386) 294-1075,4987 East U.S. 27,,Mayo,FL,32066,www.putnalspinestraw.com,putnalspinestrawFL32066,,,TRUE
154,raybrackennursery,sales@raybracken.com,Vendor,"Ray Bracken Nursery, Inc.",(864) 277-1990,460 Woodville Road,,Pelzer,SC,29669,www.raybracken.com,raybrackennurserySC29669,,,TRUE
155,redbudlane,redbudlanenursery@msn.com,Vendor,Redbud Lane Nursery,(770) 345-5581,267 Redbud Lane,,Holly Springs,GA,30142,redbudlanenursery.com,redbudlaneGA30142,,,TRUE
156,rockycreek,rockycreek@mindspring.com,Vendor,"Rocky Creek Nursery, LLC.",(706) 468-9700,1833 Pennington Road,,Newborn,GA,30056,www.rockycreeknursery.net,rockycreekGA30056,,,TRUE
157,seasonalcolor,lfurlowscgh@bellsouth.net,Vendor,"Seasonal Color Greenhouses, Inc.",(706) 227-6955,573 Archer Grove School Rd.,,Athens,GA,30607,www.seasonalcolorgreenhouses.com,seasonalcolorGA30607,,,TRUE
158,shadygroveplantation,shadygrove@s.c.r.r.com,Vendor,"Shady Grove Plantation & Nursery, Inc.",(800) 849-5723,3030 Charelston HWY,,Orangeburg,SC,29115,www.shadygrovenursery.net,shadygroveplantationSC29115,,,TRUE
159,sharptoptrees,abowen@sharptoptree.com,Vendor,"Sharp Top Trees, LLC",(770) 387-1945,102 Aubrey Rd,,White,GA,30184,www.sharptoptree.com,sharptoptreesGA30184,,,TRUE
160,southeastnursery,robert@southeastnursery.com,Vendor,Southeast Nursery,(912) 223-2786,620 Sea Island Rd.Suite 285,,St.Simmon Island,GA,31522,southeastnursery.com,southeastnurseryGA31522,,,TRUE
161,southeasterngrowers,sales@southeasterngrowers.com,Vendor,"Southeastern Growers, Inc",(706) 310-1151,2240 Macon Highway,,Watkinsville,GA,30677,www.southeasterngrowers.com,southeasterngrowersGA30677,,,TRUE
162,southeasternproducts,snptrees@hughes.net,Vendor,"Southern Nursery Products, Inc.",(770) 358-0365,1349 Hwy 341 South,,Barnesville,GA,30204,www.snptrees.com,southeasternproductsGA30204,,,TRUE
163,specialityornamentals,flomoer@gmail.com,Vendor,Speciality Ornamentals,(706) 310-0143,3650 Colham Ferry Road,,Watkinsville,GA,30677,www.specialtyornamentals.com,specialityornamentalsGA30677,,,TRUE
164,stevemyersnursery,brentgmyers@yahoo.com,Vendor,Steve Myers & Son Nursery,(931) 939-3303,6931 Jacksboro Rd.,,McMinnville,TN,37110,www.stevemyersandson.com,stevemyersnurseryTN37110,,,TRUE
165,stockhaven,stockhaven@hughes.net,Vendor,"Stockhaven Nursery, LLC",(803) 258-4263,718 Veterans RD,,Springfield,SC,29146,www.stockhavennursery.com,stockhavenSC29146,,,TRUE
166,sugarhillnursery,shnllc@mindspring.com,Vendor,"Sugar Hill Nurseries, LLC",(770) 358-4040,2122 Hwy 341 S.,,Yatesville,GA,31097,www.sugarhillnurseriesllc.com,sugarhillnurseryGA31097,,,TRUE
167,supersodtrees,sterry@supersodtrees.com,Vendor,Super Sod Trees,(803) 531-4443,3086 Five Chop Road,,Orangeburg,SC,29118,www.supersodtrees.com,supersodtreesSC29118,,,TRUE
168,superiortreesinc,superiortrees@centurylink.net,Vendor,"Superior Trees, Inc.",(850) 971-5159,12493 E.  US Hwy 90,,Lee,FL,32059,superiortrees.net,superiortreesincFL32059,,,TRUE
169,swaffordnursery,service@swaffordnursery.com,Vendor,"Swafford Nursery, Inc.",(423) 479-3362,1138 Harris Creek Road SW,,McDonald,TN,37353,www.swaffordnursery.com,swaffordnurseryTN37353,,,TRUE
170,thigpentrail,info@infothigpentrailbamboo.com,Vendor,Thigpen Trail Bamboo Farm,(229) 782-7455,6273 Thigpen Trail,,Doerun,GA,31744,www.thigpentrailbamboo.com,thigpentrailGA31744,,,TRUE
171,thomastreesandplants,tim@thomstrees.com,Vendor,Thoms Trees & Plants,(770) 461-6013,625 McBride Rd,,Fayetteville,GA,30215,www.thomstrees.com,thomastreesandplantsGA30215,,,TRUE
172,tomdoddnurseries,julia.tanner@tomdodd.com,Vendor,Tom Dodd Nurseries,(251) 649-1960,9300 Wulff Road East,,Semmes,AL,36575,www.tomdodd.com,tomdoddnurseriesAL36575,,,TRUE
173,transplantnursery,transplants@windstream.net,Vendor,"Transplant Nursery, Inc.",(706) 356-8947,1586 Parkertown Rd,,Lavonia,GA,30553,www.transplantnursery.com,transplantnurseryGA30553,,,TRUE
174,treeintroductions,bmarable@treeintroductions.com,Vendor,"Tree Introductions, Inc.",(706) 769-1202,1800 Cole Springs Road,,Athens,GA,30604,www.treeintroductions.com,treeintroductionsGA30604,,,TRUE
175,triplecreek,pbrinson@AOL.com,Vendor,Triple Creek Flower Farm,(770) 489-8022,8625 Banks Mill Rd,,Winston,GA,30187,www.triplecreekflowerfarm.com,triplecreekGA30187,,,TRUE
176,wagonhammock,carl@wagonhammock.com,Vendor,"Wagon Hammock Nursery, Inc.",(912) 526-9964,3062 US # 1 North,,Lyons,GA,30436,wagonhammock.com,wagonhammockGA30436,,,TRUE
177,wisenurseries,mwise@wisenurseries.com,Vendor,"Wise Nurseries, LLC",(912) 823-3983,852 Hood Loop,,Pembroke,GA,31321,www.wisenurseries.com,wisenurseriesGA31321,,,TRUE
178,wildwood,brian@wildwoodspecialtynursery.com,Vendor,"Wildwood Specialty Nursery, LLC.",(706) 613-3758,4970 Lexington Rd.,,Athens,GA,30605,www.wildwoodspecialtynursery.com,wildwoodGA30605,,,TRUE
179,woodtechllc,sales@woodtechmulch.com,Vendor,Wood-Tech LLC,(770) 975-3279,391 Marietta Road,,Canton,GA,30114,http://www.woodtechmulch.com/,woodtechllcGA30114,,,TRUE
