113,countylinenursery,Tommy@countylinenursery.com,Vendor,"County Line Nursery, Inc",(478) 825-1337,3204 Burnett Road,,Byron,GA,31008,www.countylinenursery.com,countylinenurseryGA31008,32.6441294,-83.8456048,FALSE
114,cowartmulch,lorlandella@cowartmulch.com,Vendor,"Cowart Mulch Products, Inc.",(770) 932-6161,185 Peachtree Ind. Blve,,Sugar Hill,GA,30518,www.cowartmulch.com,cowartmulchGA30518,34.079433,-84.0583418,FALSE
115,creeksidenursery,creeksidensy@blomand.net,Vendor,Creekside Nursery,(931) 939-2390,828 Herman Lance Rd,,Morrison,TN,37357,www.creeksidensy.com,creeksidenurseryTN37357,35.671736,-85.973095,FALSE
116,deepsprings,cokers@windstream.net,Vendor,Deep Springs Nurseries,(706) 259-8111,"1786 Beaverdale Road, NE",,Dalton,GA,30721,deepspringsnurseries.com,deepspringsGA30721,34.881161,-84.866757,FALSE
117,deltalandscapesupply,smaddox@deltalandscape.com,Vendor,"Delta Landscape Supply of Georgia, Inc.",(770) 448-0805,5800 Oakbrook Parkway,Suite A-1,Norcross,GA,30093,www.deltalandscape.com,deltalandscapesupplyGA30093,33.915328,-84.196082,FALSE
118,environassociated,john@environassociates.com,Vendor,Environ Associates Inc.,(770) 889-6000,3160 Hurt Bridge Rd,,Cumming,GA,30028,www.environassociates.com,environassociatedGA30028,34.2541784,-84.1972019,FALSE
119,evergreennursery,sales@evergreennurseryinc.net,Vendor,"Evergreen Nursery, Inc.",(678) 753-1818,1501 Dials Mill Road,,Statham,GA,30666,www.evergreennurseryinc.net,evergreennurseryGA30666,33.923788,-83.561666,FALSE
120,farongreen,farongreen@blomand.net,Vendor,Faron Green Nursery,(931) 668-2509,5588 Nashville Hwy,,McMinnville,TN,37110,www.tnnursery.com/FaronGreen,farongreenTN37110,35.7081748,-85.863172,FALSE
121,georgiabamboo,hotchkiss@windstream.net,Vendor,Georgia Bamboo Inc.,(478) 952-4075,913 Evergreen St,,Perry,GA,31069,www.gabamboo.com,georgiabambooGA31069,32.458013,-83.729624,FALSE
122,grandiflora,alan@grandiflora.pro,Vendor,Grandiflora,(800) 933-9638,7315 NW 126 St.,,Gainesville,FL,32653,www.grandiflora.pro,grandifloraFL32653,29.724299,-82.47479,FALSE
123,greennurseries,deegeegreen@bellsouth.net,Vendor,Green Nurseries,(251) 928-8469,415 N. Greeno Rd.,,Fairhope,AL,36532,www.GreenNurseries.com,greennurseriesAL36532,30.533291,-87.886737,FALSE
124,greenwoodgrowers,mail@greenwoodgrowers.com,Vendor,"Greenwood Growers, Inc.",(888) 281-4058,2112 US Hwy 82,,Matthews,AL,36052,www.greenwoodgrowers.com,greenwoodgrowersAL36052,32.1913608,-86.114731,FALSE
125,griffithpropagation,sales@griffithnursery.com,Vendor,"Griffith Propagation Nursery, Inc.",(706) 310-0027,2580 Antioch Church Rd.,,Watkinsville,GA,30677,www.griffithnursery.com,griffithpropagationGA30677,33.7651929,-83.361856,FALSE
126,grosouthinc,spencer@grosouth.com,Vendor,"GroSouth, Inc.",(770) 938-1881,2075 Tucker Ind. Rd,,Tucker,GA,30084,www.grosouth.com,grosouthincGA30084,33.8441959,-84.202804,FALSE
127,hartlandfarms,hartlandfarms@hartcom.net,Vendor,Hartland Farms,(706) 377-4466,1791 Flat Rock Rd,,Hartwell,GA,30643,www.hartlandfarmsinc.com,hartlandfarmsGA30643,34.2695948,-82.8561432,FALSE
128,hallowaytree,kevin@hollowaytreefarm.com,Vendor,Holloway Tree Farm & Nurseries,(352) 728-5096,2620 Griffin Road,,Lessburg,FL,34748,,hallowaytreeFL34748,28.8286809,-81.908369,FALSE
129,jandlgrowers,jLgrower@windstream.net,Vendor,"J & L Growers, Inc.",(229) 985-1222,4198 GA Hwy 37 East,,Moultrie,GA,31788,,jandlgrowersGA31788,31.1975142,-83.8827409,FALSE
130,jamesgreenhouses,kjames@jamesgreenhouses.com,Vendor,James Greenhouses,(706) 742-7802,1699 Crawford Smithonia Road,,Colbert,GA,30628,www.jamesgreenhouses.com,jamesgreenhousesGA30628,33.9615667,-83.1675646,FALSE
131,johnsonfordnursery,jninc@ellijay.com,Vendor,Johnson-Ford  Nursery,(706) 276-3187,1352 Big Creek Rd.,,Ellijay,GA,30540,www.johnsonnursery.com,johnsonfordnurseryGA30540,34.6582573,-84.3879819,FALSE
132,jwdtrees,jwdoffice4@yahoo.com,Vendor,JWD Trees Inc.,(239) 543-4751,17091 Huffmaster Rd,,North Fort Myers,FL,33917,www.jwdtrees.com,jwdtreesFL33917,26.78273,-81.846178,FALSE
133,laketreegrowers,sales@laketreegrowers.com,Vendor,Lake Tree Growers,(229) 762-4888,1271 Jowers Road,,Whigham,GA,39897,www.laketreegrowers.com,laketreegrowersGA39897,30.9010859,-84.3747537,FALSE
134,landscapedepot,sales@landscape-depot.com,Vendor,"Landscape Depot, Inc.",(770) 719-3330,185 Walter Way,,Fayetteville,GA,30214,www.landscape-depot.com,landscapedepotGA30214,33.4980039,-84.4312775,FALSE
135,larryagribble,lgribble@blomand.net,Vendor,Larry A. Gribble Nursery,(931) 686-8167,393 Hennessee Br. Rd.,,Rock Island,TN,38581,http://www.tnnursery.com/LarryGribble/ ,larryagribbleTN38581,35.734442,-85.679393,FALSE
136,laurelsprings,lsxtf@skybest.com,Vendor,"Laurel Springs Nursery, LLC",(336) 372-4193,7491 Hwy 18 S.,,Laurel Springs,NC,28644,www.laurelspringsboxwoods.com,laurelspringsNC28644,36.444593,-81.199538,FALSE
137,lovefarms,lovefarms@blomand.net,Vendor,Love Farms & Nursery,(931) 668-7244,3295 Old Smithville Rd.,,McMinnville,TN,37110,http://www.tnnursery.com/LoveFarms/,lovefarmsTN37110,35.73635,-85.792174,FALSE
138,mackbrosnursery,mackbrosnursery@cs.com,Vendor,Mack Bros. Landscape Nursery,(850) 671-3614,11300 Mahan Dr,,Tallahassee,FL,32309,www.mackbrosnursery.com,mackbrosnurseryFL32309,30.511789,-84.086542,FALSE
139,marlborobulb,info@marlborobulb.com,Vendor,Marlboro Bulb Company,(800) 999-0567,2424 Hwy. 72/221 East,,Greenwood,SC,29649,www.marlborobulb.com,marlborobulbSC29649,34.224904,-82.114679,FALSE
140,maynurseryinc,richard@maynursery.com,Vendor,May Nursery Inc.,(850) 539-6495,178 May Nursery Road,,Havana,FL,32333,www.maynursery.com,maynurseryincFL32333,30.625394,-84.424289,FALSE
141,mccorklewinder,msikes@mccorklenurseries.com,Vendor,"McCorkle Nurseries, Inc.",(706) 224-3680,1417 Erica's Pointe Drive,,Winder,GA,30680,www.mccorklenurseries.com,mccorklewinderGA30680,33.971411,-83.636189,FALSE
142,mccorkledearing,smccorkle@mccorklenurseries.com,Vendor,"McCorkle Nurseries, Inc.",(706) 595-9702,"4904 Luckey's Bridge Rd., SE",,Dearing,GA,30808,www.mccorklenurseries.com,mccorkledearingGA30808,33.3652901,-82.3995379,FALSE
143,mccorklemarietta,arogers@mccorklenurseries.com,Vendor,"McCorkle Nurseries, Inc.",(770) 578-9583,3535 Roswell Rd. Suite 27,,Marietta,GA,30062,www.mccorklenurseries.com,mccorklemariettaGA30062,33.9793038,-84.4489485,FALSE
144,midgeorgianursery,binabinet@midgeorgiansy.com,Vendor,"Mid Georgia Nursery, Inc.",(770) 567-3874,727 Rose Hill Road,,Meansville,GA,30256,www.midgeorgiansy.com,midgeorgianurseryGA30256,33.0096667,-84.3500205,FALSE
145,millergroundcovers,sales@millergroundcovers.com,Vendor,Millers Ground Covers,(318) 748-6766,3474 Hwy. 112,,Forest Hill,LA,71430,www.millersgroundcover.com,millergroundcoversLA71430,31.061232,-92.470938,FALSE
146,moonstreefarm,dwayne@moonstreefarm.com,Vendor,"Moon's Tree Farm, Inc.",(770) 554-6849,6327  Hwy 20,,Loganville,GA,30052,www.moonstreefarm.com,moonstreefarmGA30052,33.8440401,-83.8983208,FALSE
147,naturestreefarm,treesbysteve@yahoo.com,Vendor,"Nature's Tree Farm, Inc.",(770) 927-2250,2155 Strickland Town Road,,Luthersville,GA,30251,naturestreefarm.com,naturestreefarmGA30251,33.2041244,-84.7022747,FALSE
148,northfloridapalms,nfpalms@bellsouth.net,Vendor,North Florida Palms,(850) 324-4242,8951 NW 40th Street,,Chiefland,FL,32626,northfloridapalms.com,northfloridapalmsFL32626,29.390487,-82.918985,FALSE
149,northgaturf,support@ngturf.com,Vendor,"North Georgia Turf, Inc.",(770) 832-8608,1487 Blackdirt Rd,,Whitesburg,GA,30185,www.ngturf.com,northgaturfGA30185,33.505261,-84.860363,FALSE
150,oasisornimentals,sales@oasisornamentals.com,Vendor,Oasis Ornamentals,(229) 886-8172,3645 Highway 11,,Monroe,GA,30656,oasisornamentals.com,oasisornimentalsGA30656,33.8932985,-83.7208419,FALSE
151,oelschignursery,kurt@oelschigs.com,Vendor,"Oelschig Nursery, Inc",(912) 234-0015,2705 Gregory ST,,Savannah,GA,31404,www.oelschigs.com,oelschignurseryGA31404,32.061816,-81.04722,FALSE
152,plantworls,plantworldnursery@msn.com,Vendor,Plant World  Boxwoods,(770) 271-0062,2929 Hwy 324,,Buford,GA,30519,,plantworlsGA30519,34.0702639,-83.963529,FALSE
153,putnalspinestraw,info@putnalspinestraw.com,Vendor,"Putnals Premium Pine Straw, Inc.",(386) 294-1075,4987 East U.S. 27,,Mayo,FL,32066,www.putnalspinestraw.com,putnalspinestrawFL32066,33.1877625,-85.0261394,FALSE
154,raybrackennursery,sales@raybracken.com,Vendor,"Ray Bracken Nursery, Inc.",(864) 277-1990,460 Woodville Road,,Pelzer,SC,29669,www.raybracken.com,raybrackennurserySC29669,34.6505746,-82.386097,FALSE
155,redbudlane,redbudlanenursery@msn.com,Vendor,Redbud Lane Nursery,(770) 345-5581,267 Redbud Lane,,Holly Springs,GA,30142,redbudlanenursery.com,redbudlaneGA30142,34.1736945,-84.492272,FALSE
156,rockycreek,rockycreek@mindspring.com,Vendor,"Rocky Creek Nursery, LLC.",(706) 468-9700,1833 Pennington Road,,Newborn,GA,30056,www.rockycreeknursery.net,rockycreekGA30056,33.481449,-83.610662,FALSE
157,seasonalcolor,lfurlowscgh@bellsouth.net,Vendor,"Seasonal Color Greenhouses, Inc.",(706) 227-6955,573 Archer Grove School Rd.,,Athens,GA,30607,www.seasonalcolorgreenhouses.com,seasonalcolorGA30607,34.017523,-83.464629,FALSE
158,shadygroveplantation,shadygrove@s.c.r.r.com,Vendor,"Shady Grove Plantation & Nursery, Inc.",(800) 849-5723,3030 Charelston HWY,,Orangeburg,SC,29115,www.shadygrovenursery.net,shadygroveplantationSC29115,33.449749,-80.8142249,FALSE
159,sharptoptrees,abowen@sharptoptree.com,Vendor,"Sharp Top Trees, LLC",(770) 387-1945,102 Aubrey Rd,,White,GA,30184,www.sharptoptree.com,sharptoptreesGA30184,34.264707,-84.7431469,FALSE
160,southeastnursery,robert@southeastnursery.com,Vendor,Southeast Nursery,(912) 223-2786,620 Sea Island Rd.Suite 285,,St.Simmon Island,GA,31522,southeastnursery.com,southeastnurseryGA31522,31.182899,-81.378438,FALSE
161,southeasterngrowers,sales@southeasterngrowers.com,Vendor,"Southeastern Growers, Inc",(706) 310-1151,2240 Macon Highway,,Watkinsville,GA,30677,www.southeasterngrowers.com,southeasterngrowersGA30677,33.757428,-83.434608,FALSE
162,southeasternproducts,snptrees@hughes.net,Vendor,"Southern Nursery Products, Inc.",(770) 358-0365,1349 Hwy 341 South,,Barnesville,GA,30204,www.snptrees.com,southeasternproductsGA30204,33.0264438,-84.1409541,FALSE
163,specialityornamentals,flomoer@gmail.com,Vendor,Speciality Ornamentals,(706) 310-0143,3650 Colham Ferry Road,,Watkinsville,GA,30677,www.specialtyornamentals.com,specialityornamentalsGA30677,33.78427,-83.393913,FALSE
164,stevemyersnursery,brentgmyers@yahoo.com,Vendor,Steve Myers & Son Nursery,(931) 939-3303,6931 Jacksboro Rd.,,McMinnville,TN,37110,www.stevemyersandson.com,stevemyersnurseryTN37110,35.69696,-85.9318569,FALSE
165,stockhaven,stockhaven@hughes.net,Vendor,"Stockhaven Nursery, LLC",(803) 258-4263,718 Veterans RD,,Springfield,SC,29146,www.stockhavennursery.com,stockhavenSC29146,33.5338769,-81.36156,FALSE
166,sugarhillnursery,shnllc@mindspring.com,Vendor,"Sugar Hill Nurseries, LLC",(770) 358-4040,2122 Hwy 341 S.,,Yatesville,GA,31097,www.sugarhillnurseriesllc.com,sugarhillnurseryGA31097,32.9619722,-84.1107292,FALSE
167,supersodtrees,sterry@supersodtrees.com,Vendor,Super Sod Trees,(803) 531-4443,3086 Five Chop Road,,Orangeburg,SC,29118,www.supersodtrees.com,supersodtreesSC29118,33.4573596,-80.7411166,FALSE
168,superiortreesinc,superiortrees@centurylink.net,Vendor,"Superior Trees, Inc.",(850) 971-5159,12493 E.  US Hwy 90,,Lee,FL,32059,superiortrees.net,superiortreesincFL32059,30.2325295,-93.1140892,FALSE
169,swaffordnursery,service@swaffordnursery.com,Vendor,"Swafford Nursery, Inc.",(423) 479-3362,1138 Harris Creek Road SW,,McDonald,TN,37353,www.swaffordnursery.com,swaffordnurseryTN37353,35.165548,-84.935278,FALSE
170,thigpentrail,info@infothigpentrailbamboo.com,Vendor,Thigpen Trail Bamboo Farm,(229) 782-7455,6273 Thigpen Trail,,Doerun,GA,31744,www.thigpentrailbamboo.com,thigpentrailGA31744,31.2891012,-83.9726331,FALSE
171,thomastreesandplants,tim@thomstrees.com,Vendor,Thoms Trees & Plants,(770) 461-6013,625 McBride Rd,,Fayetteville,GA,30215,www.thomstrees.com,thomastreesandplantsGA30215,33.385346,-84.465044,FALSE
172,tomdoddnurseries,julia.tanner@tomdodd.com,Vendor,Tom Dodd Nurseries,(251) 649-1960,9300 Wulff Road East,,Semmes,AL,36575,www.tomdodd.com,tomdoddnurseriesAL36575,30.765764,-88.262277,FALSE
173,transplantnursery,transplants@windstream.net,Vendor,"Transplant Nursery, Inc.",(706) 356-8947,1586 Parkertown Rd,,Lavonia,GA,30553,www.transplantnursery.com,transplantnurseryGA30553,34.4396327,-83.0869335,FALSE
174,treeintroductions,bmarable@treeintroductions.com,Vendor,"Tree Introductions, Inc.",(706) 769-1202,1800 Cole Springs Road,,Athens,GA,30604,www.treeintroductions.com,treeintroductionsGA30604,33.8447606,-83.3883158,FALSE
175,triplecreek,pbrinson@AOL.com,Vendor,Triple Creek Flower Farm,(770) 489-8022,8625 Banks Mill Rd,,Winston,GA,30187,www.triplecreekflowerfarm.com,triplecreekGA30187,33.644688,-84.860542,FALSE
176,wagonhammock,carl@wagonhammock.com,Vendor,"Wagon Hammock Nursery, Inc.",(912) 526-9964,3062 US # 1 North,,Lyons,GA,30436,wagonhammock.com,wagonhammockGA30436,32.2801728,-82.30432,FALSE
177,wisenurseries,mwise@wisenurseries.com,Vendor,"Wise Nurseries, LLC",(912) 823-3983,852 Hood Loop,,Pembroke,GA,31321,www.wisenurseries.com,wisenurseriesGA31321,32.241844,-81.610146,FALSE
178,wildwood,brian@wildwoodspecialtynursery.com,Vendor,"Wildwood Specialty Nursery, LLC.",(706) 613-3758,4970 Lexington Rd.,,Athens,GA,30605,www.wildwoodspecialtynursery.com,wildwoodGA30605,33.92563,-83.294438,FALSE
179,woodtechllc,sales@woodtechmulch.com,Vendor,Wood-Tech LLC,(770) 975-3279,391 Marietta Road,,Canton,GA,30114,http://www.woodtechmulch.com/,woodtechllcGA30114,34.228796,-84.492897,FALSE
